img;name;region;difficulty;time;portions;ingredients;elaboration
https://cooperativalucena.es/wp-content/uploads/2022/05/salmorejo-cordobes.jpg;Salmorejo cordobés;Córdoba;Fácil;20;4;Tomates: 1 kg, pan de miga: 200 g, ajo: 1 diente, aceite de oliva virgen extra, huevo duro: 2, jamón serrano: 100 g, sal;Para hacer el salmorejo cordobés, comienza pelando y troceando un kilogramo de tomates maduros y añádelos a una batidora. Incorpora 150 gramos de pan del día anterior, un diente de ajo pelado, 100 mililitros de aceite de oliva virgen extra y un chorrito de vinagre. Tritura todos los ingredientes hasta que obtengas una crema suave y espesa. Si la mezcla queda demasiado espesa, puedes añadir un poco de agua fría. Prueba y ajusta la sal a tu gusto. Una vez listo, refrigéralo durante al menos una hora para que esté bien frío. Al momento de servir, vierte el salmorejo en platos hondos y decora con huevo duro picado y trocitos de jamón ibérico por encima.
https://www.justspices.es/media/recipe/Pimientos_de_padron.webp;Pimientos de padrón;Galicia;Fácil;10;4;Pimientos de Padrón: 300 g, sal gruesa, aceite de oliva;Para preparar los pimientos de Padrón, selecciona unos 250 gramos de estos pequeños pimientos verdes. Calienta una buena cantidad de aceite de oliva en una sartén a fuego medio-alto. Una vez caliente, añade los pimientos y fríelos durante unos minutos, moviéndolos ocasionalmente, hasta que la piel esté arrugada y ligeramente dorada. Cuando estén listos, retíralos del fuego y escúrrelos en un plato con papel absorbente. Antes de servir, espolvorea sal gruesa por encima. Son perfectos como tapa o aperitivo.
https://www.paulinacocina.net/wp-content/uploads/2023/05/flamenquines-cordobeses.jpg;Flamenquines;Córdoba;Media;30;4;Lomo de cerdo: 500 g, jamón serrano: 150 g, huevo: 2, pan rallado, harina, aceite de oliva, sal;Para hacer flamenquines, necesitarás lonchas de jamón serrano y filetes de carne de cerdo. Toma un filete de cerdo, coloca una loncha de jamón encima y enrolla firmemente. Asegúrate de sujetar bien los extremos con un palillo para que no se deshaga durante la cocción. Repite este proceso con el resto de los filetes. Luego, pasa cada flamenquín por harina, huevo batido y pan rallado, asegurándote de que queden bien cubiertos. Calienta abundante aceite en una sartén y fríe los flamenquines a fuego medio-alto hasta que estén dorados y crujientes por fuera. Retíralos y déjalos escurrir en papel absorbente. Se suelen servir calientes, cortados en trozos.
https://www.goya.com/media/7699/spicy-potatoes.jpg?quality=80;Patatas bravas;Madrid;Fácil;30;4;Patatas: 500 g, aceite de oliva, sal, salsa brava: tomate frito: 200 ml, pimentón picante, ajo: 1 diente, guindilla, vinagre;Para preparar las patatas bravas, pela y corta unas cuatro patatas medianas en trozos irregulares. Hierve las patatas en agua con sal durante unos 10 minutos, pero no las cocines demasiado, deben estar un poco firmes. Escúrrelas y déjalas enfriar. En una sartén grande, calienta abundante aceite de oliva y fríe las patatas a fuego medio-alto hasta que estén doradas y crujientes. Mientras tanto, prepara la salsa brava, que se hace sofriendo una cebolla picada y un diente de ajo en una sartén con un poco de aceite. Añade una cucharada de pimentón, una cucharada de harina, una cucharada de tomate triturado, un poco de caldo de pollo y una pizca de sal. Cocina a fuego lento hasta que espese. Sirve las patatas calientes con la salsa brava por encima y, si lo deseas, un poco de mayonesa o alioli.
https://cdn.blogsthermomix.es/media/Posts/attachments/cb56ce5731179a47210aa9ef7d38d1f7.jpg;Gambas al ajillo;Madrid;Fácil;15;4;Gambas: 500 g, ajo: 5 dientes, guindilla: 1, aceite de oliva, sal, perejil;Las gambas al ajillo son muy sencillas de hacer. Comienza pelando aproximadamente 500 gramos de gambas. En una sartén grande, calienta un buen chorro de aceite de oliva a fuego medio y añade cuatro dientes de ajo laminados. Sofríe el ajo hasta que esté dorado, pero ten cuidado de no quemarlo. Cuando el ajo esté dorado, añade las gambas peladas y cocina durante unos minutos, hasta que estén rosadas. Al final, añade un poco de guindilla al gusto y perejil picado para dar sabor. Sirve caliente, acompañado de pan para mojar en el aceite.
https://s1.abcstatics.com/media/gurmesevilla/2009/11/boquerones-vinagre-receta.jpg;Boquerones en vinagre;Andalucía;Media;540;4;Boquerones frescos: 500 g, vinagre blanco: 300 ml, ajo: 3 dientes, perejil, aceite de oliva, sal;Para hacer boquerones en vinagre, comienza limpiando un kilogramo de boquerones y quitando las espinas. Una vez limpios, colócalos en un recipiente con agua y hielo durante 30 minutos para que se mantengan frescos. Después, escúrrelos y ponlos en un recipiente con suficiente vinagre, asegurándote de que queden bien cubiertos. Deja marinar en el frigorífico durante al menos 4 horas. Cuando estén listos, escúrrelos del vinagre y colócalos en un plato. Rocía un buen chorro de aceite de oliva y espolvorea ajo picado y perejil fresco por encima antes de servir.
https://danzadefogones.com/wp-content/uploads/2017/06/Berenjenas-con-miel-de-caC3B1a.jpg;Berenjenas fritas con miel;Andalucía;Fácil;20;4;Berenjenas: 2, miel de caña, harina, aceite de oliva, sal;Para hacer berenjenas fritas con miel, corta dos berenjenas en rodajas finas y déjalas en agua con sal durante unos 30 minutos para quitar el amargor. Luego, escúrrelas y sécalas bien con un paño. En un bol, mezcla harina con un poco de sal y pasa las rodajas de berenjena por la mezcla, asegurándote de que queden bien cubiertas. En una sartén, calienta aceite de oliva y fríe las berenjenas hasta que estén doradas y crujientes. Retíralas y déjalas escurrir sobre papel absorbente. Antes de servir, rocía miel por encima de las berenjenas fritas, creando un contraste delicioso entre el dulce y el salado.
https://www.goikoa.com/wp-content/uploads/2023/05/Chistorra-Goikoa.png;Chistorra a la sidra;Navarra;Fácil;15;4;Chistorra: 400 g, sidra: 200 ml;Para preparar chistorra a la sidra, corta unas chistorras en trozos de aproximadamente 10 cm. En una sartén grande, calienta un poco de aceite de oliva y añade las chistorras. Fríelas a fuego medio, dándoles la vuelta para que se cocinen de manera uniforme. Cuando estén doradas, agrega un vaso de sidra y deja cocinar a fuego lento hasta que la sidra se reduzca y espese, impregnando las chistorras con su sabor. Sirve caliente, ideal para acompañar con pan.
https://lacocinadefrabisa.lavozdegalicia.es/wp-content/uploads/2021/04/13_EMPANADA.jpg;Empanada gallega;Galicia;Media;90;6;Harina: 500 g, levadura: 25 g, agua: 250 ml, aceite: 100 ml, cebolla: 2, pimiento rojo: 1, atún: 300 g, tomate frito: 150 ml;Para hacer una empanada gallega, primero necesitarás hacer la masa. Mezcla en un bol 500 g de harina, 200 ml de aceite de oliva, 100 ml de agua y una pizca de sal, y amasa hasta obtener una masa homogénea. Deja reposar. Para el relleno, sofríe en una sartén una cebolla y un pimiento rojo picados, añadiendo atún (aproximadamente 300 g), tomate triturado (200 g) y salpimentando al gusto. Estira la masa y coloca la mitad en una bandeja de horno, añade el relleno y cubre con la otra mitad de la masa. Haz unos cortes en la parte superior para que salga el vapor. Hornea a 180 °C durante 30-40 minutos hasta que esté dorada.
https://www.aldi.es/content/dam/aldi/spain/inspiracion/inspirate/ideas/como-hacer-pan-tumaca-receta/pan-tumaca-ajo.jpg;Pan tumaca;Cataluña;Fácil;10;4;Pan de barra: 1, tomate maduro: 2, aceite de oliva, ajo: 1 diente, sal;Para hacer pan tumaca, comienza por tostar rebanadas de pan rústico. Mientras se tuestan, pela un par de tomates maduros. Cuando el pan esté dorado, frota la superficie de cada rebanada con el tomate, asegurándote de que quede bien impregnado. A continuación, rocía con un buen chorro de aceite de oliva virgen extra y espolvorea sal al gusto. Puedes servirlo solo o acompañarlo con jamón ibérico, queso o cualquier otro embutido.
https://i.ytimg.com/vi/p0X6FTqh5RQ/maxresdefault.jpg;Chocos fritos;Andalucía;Fácil;20;4;Chocos frescos: 500 g, harina, aceite de oliva, sal, limón;Para los chocos fritos, empieza limpiando bien 500 g de chocos y córtalos en tiras o anillas. En un bol, mezcla harina de trigo con sal y pasa las tiras de choco por esta mezcla, asegurándote de que queden bien cubiertas. Calienta abundante aceite en una sartén a fuego medio-alto y, cuando esté caliente, añade los chocos. Fríelos durante unos minutos hasta que estén dorados y crujientes. Retíralos y escúrrelos en papel absorbente antes de servir.
https://i.blogs.es/3fc4d6/pinchos-morunos/840_560.jpg;Pincho moruno;Andalucía;Fácil;90;4;Carne de cerdo o cordero: 500 g, pimentón: 1 cda, comino: 1 cda, ajo: 2 dientes, aceite de oliva, sal;Para hacer pinchos morunos, comienza marinando 500 g de carne de cerdo o cordero cortada en cubos en una mezcla de aceite de oliva, pimentón, comino, ajo picado y sal durante al menos dos horas, preferiblemente toda la noche. Precalienta la parrilla y ensarta los cubos de carne en brochetas. Asa los pinchos a fuego medio-alto durante unos 10-15 minutos, girándolos ocasionalmente hasta que estén dorados y cocidos por dentro. Sirve calientes, acompañados de pan y salsa.
https://www.aceitesdeolivadeespana.com/wp-content/uploads/2024/03/huevos-rotos-con-jamon.png;Huevos rotos con jamón;Madrid;Fácil;20;4;Huevos: 6, patatas: 500 g, jamón serrano: 150 g, aceite de oliva, sal;Para preparar huevos rotos con jamón, fríe unas patatas cortadas en rodajas gruesas en una sartén con aceite caliente hasta que estén doradas y crujientes. Mientras tanto, en otra sartén, calienta un poco de aceite y fríe los huevos, dejando las yemas un poco líquidas. Cuando las patatas estén listas, colócalas en un plato y pon los huevos fritos por encima. Añade jamón ibérico o serrano en tiras y, antes de servir, rompe las yemas para que se mezclen con las patatas.
https://www.lavanguardia.com/files/og_thumbnail/uploads/2020/01/10/5e997b31db9b1.jpeg;Queso manchego con membrillo;Castilla-La Mancha;Fácil;10;4;Queso manchego: 300 g, dulce de membrillo: 200 g;Para preparar queso manchego con membrillo, simplemente corta un buen trozo de queso manchego en láminas o cubos y acompáñalo con dulce de membrillo, que puedes cortar en rodajas. Esta combinación de sabores salados y dulces es un clásico muy apreciado en España.
https://www.paulinacocina.net/wp-content/uploads/2021/11/fideua-de-mariscos.jpg;Fideuá;Comunidad Valenciana;Media;60;4;Fideos para fideuá: 300 g, sepia: 300 g, gambas: 200 g, caldo de pescado: 1 litro, tomate: 1, ajo: 2 dientes, pimiento: 1, aceite de oliva;Para hacer fideuá, comienza dorando en una paellera un diente de ajo picado y 300 g de fideos finos en un poco de aceite de oliva. Cuando estén dorados, retíralos y reserva. En la misma paellera, sofríe 400 g de mariscos (como gambas, mejillones y calamares) junto a un pimiento rojo y un tomate picado. Añade el fideo nuevamente a la paellera y vierte 1 litro de caldo de pescado caliente, junto con una pizca de pimentón. Cocina a fuego medio durante unos 10-12 minutos, hasta que el líquido se haya absorbido y los fideos estén al dente. Sirve caliente y disfruta de este delicioso plato de marisco.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUngz4n0M0WMjMzk19ejUyTle5ZE4V_E7IQw&s;Fabada asturiana;Asturias;Media;120;6;Fabes: 500 g, chorizo: 2, morcilla: 1, panceta: 200 g, ajo: 2 dientes, laurel: 1 hoja, sal;Para preparar fabada asturiana, pon en remojo 500 g de fabes (frijoles asturianos) la noche anterior. Al día siguiente, escúrrelas y colócalas en una olla con agua fría junto a 200 g de chorizo, 200 g de morcilla y un trozo de panceta. Lleva a ebullición y cocina a fuego lento durante aproximadamente 1,5 horas, hasta que las fabes estén tiernas. A mitad de cocción, añade una cucharadita de pimentón y sazona al gusto. Sirve caliente, asegurándote de incluir en cada plato un poco de chorizo y morcilla.
https://i0.wp.com/www.cocoandash.com/wp-content/uploads/2023/02/caldo-gallego-IMG_1209.jpg?fit=2457,1638&ssl=1;Caldo gallego;Galicia;Media;120;6;Berza: 200 g, grelos: 200 g, patatas: 4, alubias blancas: 200 g, unto: 50 g, lacón: 200 g;Para hacer caldo gallego, comienza hirviendo 500 g de costilla de cerdo y 200 g de chorizo en una olla con agua. Cuando el agua comience a hervir, añade 250 g de patatas peladas y troceadas, junto con un puñado de grelos o repollo. Cocina a fuego lento hasta que las patatas estén tiernas y el caldo tenga buen sabor. Finalmente, sazona al gusto y sirve caliente, ideal para un día frío.
https://i2.wp.com/dimequeesviernes.com/wp-content/uploads/2013/02/SopaAjo1.jpg;Sopa de ajo;Castilla y León;Fácil;30;4;Ajo: 6 dientes, pan duro: 200 g, pimentón: 1 cda, caldo de pollo: 1 litro, aceite de oliva, huevo: 1;Para preparar sopa de ajo, calienta aceite de oliva en una olla y sofríe cuatro dientes de ajo pelados y laminados hasta que estén dorados. Añade una cucharada de pimentón y mezcla bien. Luego, incorpora un litro de agua o caldo de pollo y lleva a ebullición. Agrega 150 g de pan del día anterior en trozos y cocina durante unos 15 minutos. Puedes añadir un huevo batido al final, removiendo rápidamente para que se cuaje en la sopa. Sirve caliente, espolvoreado con perejil fresco.
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3PLhG2dfC8d4G4ugbClPODEoqxmIB4yV_lw&s;Potaje de vigilia;España;Media;120;6;Garbanzos: 300 g, espinacas: 200 g, bacalao: 200 g, cebolla: 1, ajo: 2 dientes, pimentón: 1 cda, laurel: 1 hoja, aceite de oliva;Para hacer potaje de vigilia, comienza sofriendo una cebolla y un diente de ajo en aceite de oliva en una olla grande. Añade 400 g de espinacas frescas y cocina hasta que se ablanden. Luego, agrega 400 g de garbanzos cocidos y un litro de caldo de verduras. Sazona con sal, pimienta y un poco de comino al gusto. Cocina a fuego lento durante 30 minutos, removiendo de vez en cuando. Sirve caliente, ideal para una comida reconfortante.
https://www.justspices.es/media/recipe/caldereta-cordero.jpg;Caldereta de cordero;Extremadura;Media;90;6;Cordero: 1 kg, ajo: 4 dientes, cebolla: 2, laurel: 2 hojas, vino blanco: 200 ml, pimiento rojo: 1, aceite de oliva, sal;Para preparar una caldereta de cordero, corta un kilogramo de carne de cordero en trozos y sofríe en una olla grande con aceite de oliva hasta que esté dorada. Agrega una cebolla y un pimiento rojo picados, y cocina hasta que estén tiernos. Añade dos tomates pelados y troceados, junto con un litro de caldo de carne, una hoja de laurel, sal y pimienta. Cocina a fuego lento durante aproximadamente 1,5 horas, hasta que la carne esté tierna. Puedes servirlo con arroz o pan.
